,Movie Title,Opening,Total Gross,% of Total,Theaters,Average per Theater,Date,Season Number,Release Year,Movie & Year,Season Name,budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,Genre Ids,Genre Names,Company Ids,Company Names
360,Teenage Mutant Ninja Turtles: Out of the Shadows,35316382.0,82051601.0,43%,4071.0,8675.0,2016-06-03,3.0,2016.0,Teenage Mutant Ninja Turtles: Out of the Shadows (2016),Summer,135000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",308531,tt3949660,en,Teenage Mutant Ninja Turtles: Out of the Shadows,13.047776,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Nickelodeon Movies', 'id': 2348}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': '5150 Action', 'id': 47354}, {'name': 'Gama Entertainment Partners', 'id': 77208}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",2016-06-01 00:00:00,245623848,112.0,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,984.0,14,Fantasy,4,Paramount Pictures
361,Lilo & Stitch,35260212.0,145794338.0,24.2%,3191.0,11049.0,2002-06-21,3.0,2002.0,Lilo & Stitch (2002),Summer,80000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",11544,tt0275847,en,Lilo & Stitch,18.469238,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Feature Animation', 'id': 10217}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-06-21 00:00:00,145771527,85.0,Lilo & Stitch,7.1,1371.0,16,Animation,2,Walt Disney Pictures
362,Sing,35258145.0,270395425.0,13%,4022.0,8766.0,2016-12-21,1.0,2016.0,Sing (2016),Winter,75000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",335797,tt3470600,en,Sing,20.045673,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Fuji Television Network', 'id': 3341}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Illumination Entertainment', 'id': 6704}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-11-23 00:00:00,632443719,108.0,Sing,6.8,2363.0,16,Animation,33,Universal Pictures
364,Ride Along 2,35243095.0,91221830.0,38.6%,3175.0,11100.0,2016-01-15,1.0,2016.0,Ride Along 2 (2016),Winter,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",323675,tt2869728,en,Ride Along 2,9.420931,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Cube Vision', 'id': 2780}, {'name': 'Will Packer Productions', 'id': 49968}, {'name': 'Reel Chefs Catering', 'id': 83397}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-01-14 00:00:00,124827316,102.0,Ride Along 2,6.1,567.0,28,Action,33,Universal Pictures
365,National Treasure,35142554.0,173008894.0,20.3%,3017.0,11648.0,2004-11-19,4.0,2004.0,National Treasure (2004),Fall,100000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",2059,tt0368891,en,National Treasure,18.932203,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Saturn Films', 'id': 831}, {'name': 'Junction Entertainment', 'id': 19097}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-11-19 00:00:00,347451894,131.0,National Treasure,6.4,1974.0,12,Adventure,2,Walt Disney Pictures
366,The Ring Two,35065237.0,76231249.0,46%,3332.0,10523.0,2005-03-18,2.0,2005.0,The Ring Two (2005),Spring,50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10320,tt0377109,en,The Ring Two,16.15818,"[{'name': 'DreamWorks', 'id': 7}, {'name': 'BenderSpink', 'id': 6363}, {'name': 'Parkes+MacDonald Image Nation', 'id': 49325}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-03-17 00:00:00,161451538,110.0,The Ring Two,5.5,646.0,18,Drama,7,DreamWorks
367,Runaway Bride,35055556.0,152257509.0,23%,3158.0,11100.0,1999-07-30,3.0,1999.0,Runaway Bride (1999),Summer,70000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4806,tt0163187,en,Runaway Bride,8.919469,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Interscope Communications', 'id': 10201}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-07-30 00:00:00,309457509,116.0,Runaway Bride,5.8,472.0,35,Comedy,4,Paramount Pictures
368,Sully,35028301.0,125070033.0,28%,3525.0,9937.0,2016-09-09,4.0,2016.0,Sully (2016),Fall,60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",363676,tt3263904,en,Sully,18.275689,"[{'name': 'Malpaso Productions', 'id': 171}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Kennedy/Marshall Company, The', 'id': 7383}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'RatPac Entertainment', 'id': 28732}, {'name': 'Flashlight Films', 'id': 65359}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-09-07 00:00:00,238470033,96.0,Sully,7.0,2106.0,18,Drama,171,Malpaso Productions
369,The Expendables,34825135.0,103068524.0,33.8%,3270.0,10649.0,2010-08-13,3.0,2010.0,The Expendables (2010),Summer,80000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",27578,tt1320253,en,The Expendables,14.75562,"[{'name': 'Millennium Films', 'id': 10254}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-08-03 00:00:00,274470394,103.0,The Expendables,6.0,2977.0,53,Thriller,10254,Millennium Films
370,Gladiator,34819017.0,187705427.0,18.6%,2938.0,11851.0,2000-05-05,2.0,2000.0,Gladiator (2000),Spring,103000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",98,tt0172495,en,Gladiator,23.186667,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Red Wagon Entertainment', 'id': 14440}, {'name': 'Mill Film', 'id': 21904}, {'name': 'C & L', 'id': 21905}, {'name': 'Dawliz', 'id': 21906}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-05-01 00:00:00,457640427,155.0,Gladiator,7.9,5566.0,28,Action,27,DreamWorks SKG
371,Scream 3,34713342.0,89143175.0,38.9%,3467.0,10012.0,2000-02-04,1.0,2000.0,Scream 3 (2000),Winter,40000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",4234,tt0134084,en,Scream 3,9.738371,"[{'name': 'Konrad Pictures', 'id': 85}, {'name': 'Craven-Maddalena Films', 'id': 1600}, {'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-02-03 00:00:00,161834276,116.0,Scream 3,5.7,749.0,27,Horror,85,Konrad Pictures
372,The Magnificent Seven,34703397.0,93432655.0,37.1%,3674.0,9445.0,2016-09-23,4.0,2016.0,The Magnificent Seven (2016),Fall,90000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",333484,tt2404435,en,The Magnificent Seven,13.809622,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Escape Artists', 'id': 1423}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'LStar Capital', 'id': 34034}, {'name': 'Pin High Productions', 'id': 79566}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-09-14 00:00:00,162360636,132.0,The Magnificent Seven,5.9,2358.0,12,Adventure,5,Columbia Pictures
373,Identity Thief,34551025.0,134506920.0,25.7%,3141.0,11000.0,2013-02-08,1.0,2013.0,Identity Thief (2013),Winter,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",109431,tt2024432,en,Identity Thief,7.321172,"[{'name': 'Stuber Productions', 'id': 4403}, {'name': 'Aggregate Films', 'id': 37361}, {'name': 'DumbDumb', 'id': 37362}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-02-07 00:00:00,173965010,111.0,Identity Thief,5.6,1667.0,35,Comedy,4403,Stuber Productions
374,Hellboy II: The Golden Army,34539115.0,75986503.0,45.4%,3204.0,10779.0,2008-07-11,3.0,2008.0,Hellboy II: The Golden Army (2008),Summer,85000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",11253,tt0411477,en,Hellboy II: The Golden Army,11.928661,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Dark Horse Entertainment', 'id': 552}, {'name': 'Lawrence Gordon Productions', 'id': 840}, {'name': 'Mid Atlantic Films', 'id': 2735}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Internationale Filmproduktion Eagle', 'id': 21498}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-07-11 00:00:00,160388063,120.0,Hellboy II: The Golden Army,6.5,1555.0,12,Adventure,33,Universal Pictures
375,Enchanted,34440317.0,127807262.0,27%,3730.0,9233.0,2007-11-21,4.0,2007.0,Enchanted (2007),Fall,85000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",4523,tt0461770,en,Enchanted,11.447798,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Josephson Entertainment', 'id': 1894}, {'name': 'Andalasia Productions', 'id': 8908}, {'name': 'Right Coast Productions', 'id': 8909}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-20 00:00:00,340487652,107.0,Enchanted,6.6,1512.0,35,Comedy,2,Walt Disney Pictures
376,Couples Retreat,34286740.0,109204945.0,31.4%,3000.0,11428.0,2009-10-09,4.0,2009.0,Couples Retreat (2009),Fall,70000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",19899,tt1078940,en,Couples Retreat,15.152577,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Wild West Picture Show Productions', 'id': 2796}, {'name': 'Stuber Productions', 'id': 4403}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-19 00:00:00,171844840,113.0,Couples Retreat,5.3,601.0,35,Comedy,33,Universal Pictures
377,Sausage Party,34263534.0,97685686.0,35.1%,3103.0,11042.0,2016-08-12,3.0,2016.0,Sausage Party (2016),Summer,19000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",223702,tt1700841,en,Sausage Party,17.56963,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Sony Pictures Animation', 'id': 2251}, {'name': 'Sony Pictures Entertainment', 'id': 5752}, {'name': 'Annapurna Pictures', 'id': 13184}, {'name': 'Point Grey Pictures', 'id': 16615}, {'name': 'Nitrogen Studios Canada', 'id': 46875}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-07-11 00:00:00,140705322,83.0,Sausage Party,5.6,2310.0,12,Adventure,5,Columbia Pictures
378,I Now Pronounce You Chuck & Larry,34233750.0,120059556.0,28.5%,3495.0,9795.0,2007-07-20,3.0,2007.0,I Now Pronounce You Chuck & Larry (2007),Summer,85000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",3563,tt0762107,en,I Now Pronounce You Chuck & Larry,6.645799,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Happy Madison Productions', 'id': 2608}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-07-12 00:00:00,186072214,115.0,I Now Pronounce You Chuck & Larry,5.8,640.0,35,Comedy,33,Universal Pictures
379,Tarzan,34221968.0,171091819.0,20%,3005.0,11388.0,1999-06-16,3.0,1999.0,Tarzan (1999),Summer,150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",37135,tt0120855,en,Tarzan,12.453452,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-06-18 00:00:00,448000000,88.0,Tarzan,7.1,1715.0,12,Adventure,2,Walt Disney Pictures
380,Ransom,34216088.0,136492681.0,25.1%,2676.0,12786.0,1996-11-08,4.0,1996.0,Ransom (1996),Fall,80000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",3595,tt0117438,en,Ransom,8.772188,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Brian Grazer/Scott Rudin Productions', 'id': 90663}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-11-08 00:00:00,309492681,117.0,Ransom,6.4,482.0,28,Action,9195,Touchstone Pictures
381,Norbit,34195434.0,95673607.0,35.7%,3136.0,10904.0,2007-02-09,1.0,2007.0,Norbit (2007),Winter,60000000,"[{'id': 35, 'name': 'Comedy'}]",9757,tt0477051,en,Norbit,7.667874,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Tollin/Robbins Productions', 'id': 2184}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-02-08 00:00:00,95673607,101.0,Norbit,5.0,434.0,35,Comedy,27,DreamWorks SKG
382,The Equalizer,34137828.0,101530738.0,33.6%,3236.0,10549.0,2014-09-26,4.0,2014.0,The Equalizer (2014),Fall,55000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",156022,tt0455944,en,The Equalizer,17.618057,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Escape Artists', 'id': 1423}, {'name': 'Mace Neufeld Productions', 'id': 2767}, {'name': 'LStar Capital', 'id': 34034}, {'name': 'Lonetree Entertainment', 'id': 41096}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-09-24 00:00:00,192330738,132.0,The Equalizer,7.1,2997.0,53,Thriller,5,Columbia Pictures
383,The Blind Side,34119372.0,255959475.0,13.3%,3110.0,10970.0,2009-11-20,4.0,2009.0,The Blind Side (2009),Fall,29000000,"[{'id': 18, 'name': 'Drama'}]",22881,tt0878804,en,The Blind Side,12.753109,"[{'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Left Tackle Pictures', 'id': 12193}, {'name': 'Zucker/Netter Productions', 'id': 12194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-11-20 00:00:00,309208309,129.0,The Blind Side,7.2,1626.0,18,Drama,1088,Alcon Entertainment
384,The Purge,34058360.0,64473115.0,52.8%,2536.0,13429.0,2013-06-07,3.0,2013.0,The Purge (2013),Summer,3000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",158015,tt2184339,en,The Purge,23.207663,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Why Not Productions', 'id': 729}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': '20th Century Fox Russia', 'id': 18065}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-05-31 00:00:00,89328627,86.0,The Purge,6.0,2498.0,878,Science Fiction,33,Universal Pictures
385,Lethal Weapon 4,34048124.0,130444603.0,26.1%,3117.0,10923.0,1998-07-10,3.0,1998.0,Lethal Weapon 4 (1998),Summer,140000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",944,tt0122151,en,Lethal Weapon 4,14.470551,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Donner/Shuler-Donner Productions', 'id': 5739}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-07-10 00:00:00,285444603,127.0,Lethal Weapon 4,6.3,782.0,28,Action,1885,Silver Pictures
386,Get Hard,33803253.0,90411453.0,37.4%,3175.0,10646.0,2015-03-27,2.0,2015.0,Get Hard (2015),Spring,40000000,"[{'id': 35, 'name': 'Comedy'}]",257091,tt2561572,en,Get Hard,8.178015,"[{'name': 'Gary Sanchez Productions', 'id': 4740}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-03-26 00:00:00,111811453,100.0,Get Hard,5.9,961.0,35,Comedy,4740,Gary Sanchez Productions
387,The Devil Inside,33732515.0,53261944.0,63.3%,2285.0,14762.0,2012-01-06,1.0,2012.0,The Devil Inside (2012),Winter,1000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",76487,tt1560985,en,The Devil Inside,5.747675,"[{'name': 'Room 101', 'id': 6302}, {'name': 'Prototype', 'id': 24048}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-01-06 00:00:00,101758490,83.0,The Devil Inside,4.6,263.0,53,Thriller,6302,Room 101
388,Think Like a Man,33636303.0,91547205.0,36.7%,2015.0,16692.0,2012-04-20,2.0,2012.0,Think Like a Man (2012),Spring,12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",67660,tt1621045,en,Think Like a Man,5.264551,"[{'name': 'Rainforest Films', 'id': 1309}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-04-16 00:00:00,96070507,122.0,Think Like a Man,6.9,287.0,35,Comedy,1309,Rainforest Films
389,The Proposal,33627598.0,163958031.0,20.5%,3056.0,11003.0,2009-06-19,3.0,2009.0,The Proposal (2009),Summer,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",18240,tt1041829,en,The Proposal,8.058337,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'Kurtzman/Orci', 'id': 12536}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-06-01 00:00:00,317375031,108.0,The Proposal,6.7,1858.0,35,Comedy,9195,Touchstone Pictures
390,What Women Want,33614543.0,182811707.0,18.4%,3012.0,11160.0,2000-12-15,1.0,2000.0,What Women Want (2000),Winter,70000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",3981,tt0207201,en,What Women Want,9.963079,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Centropolis Entertainment', 'id': 347}, {'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'Wind Dancer Productions', 'id': 8116}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-12-15 00:00:00,374111707,127.0,What Women Want,6.1,1021.0,35,Comedy,4,Paramount Pictures
391,Saw III,33610391.0,80238724.0,41.9%,3167.0,10612.0,2006-10-27,4.0,2006.0,Saw III (2006),Fall,10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",214,tt0489270,en,Saw III,14.938035,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Twisted Pictures', 'id': 2061}, {'name': 'Evolution Entertainment', 'id': 23019}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-10-27 00:00:00,163876815,108.0,Saw III,6.1,1104.0,27,Horror,35,Lions Gate Films
392,Epic,33531068.0,107518682.0,31.2%,3882.0,8637.0,2013-05-24,2.0,2013.0,Epic (2013),Spring,100000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",116711,tt0848537,en,Epic,11.913405,"[{'name': 'Blue Sky Studios', 'id': 9383}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-05-15 00:00:00,268426634,102.0,Epic,6.4,1143.0,16,Animation,9383,Blue Sky Studios
393,The Green Hornet,33526876.0,98780042.0,33.9%,3584.0,9354.0,2011-01-14,1.0,2011.0,The Green Hornet (2011),Winter,120000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",40805,tt0990407,en,The Green Hornet,7.888013,"[{'name': 'Original Film', 'id': 333}, {'name': 'Sony Pictures Entertainment', 'id': 5752}, {'name': 'Reliance BIG Entertainment', 'id': 6733}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-01-12 00:00:00,227817248,119.0,The Green Hornet,5.5,1274.0,28,Action,333,Original Film
394,Ted 2,33507870.0,81476385.0,41.1%,3442.0,9735.0,2015-06-26,3.0,2015.0,Ted 2 (2015),Summer,68000000,"[{'id': 35, 'name': 'Comedy'}]",214756,tt2637276,en,Ted 2,42.061481,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Fuzzy Door Productions', 'id': 8789}, {'name': 'Bluegrass Films', 'id': 13778}, {'name': 'Smart Entertainment', 'id': 44783}, {'name': 'Media Rights Capital (MRC)', 'id': 86655}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-06-25 00:00:00,217022588,115.0,Ted 2,6.2,2524.0,35,Comedy,33,Universal Pictures
395,101 Dalmatians,33504025.0,136189294.0,24.6%,2794.0,11991.0,1996-11-27,4.0,1996.0,101 Dalmatians (1996),Fall,54000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",11674,tt0115433,en,101 Dalmatians,11.470748,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Great Oaks Entertainment', 'id': 2173}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-11-17 00:00:00,320689294,103.0,101 Dalmatians,5.6,722.0,35,Comedy,2,Walt Disney Pictures
396,Wrath of the Titans,33457188.0,83670083.0,40%,3545.0,9437.0,2012-03-30,2.0,2012.0,Wrath of the Titans (2012),Spring,150000000,"[{'id': 12, 'name': 'Adventure'}]",57165,tt1646987,en,Wrath of the Titans,7.739904,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Thunder Road Pictures', 'id': 3528}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Cott Productions', 'id': 24175}, {'name': 'Furia de Titanes II, A.I.E.', 'id': 24176}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-03-27 00:00:00,301000000,99.0,Wrath of the Titans,5.5,1459.0,12,Adventure,923,Legendary Pictures
397,The Haunting,33435140.0,91411151.0,36.6%,2808.0,11907.0,1999-07-23,3.0,1999.0,The Haunting (1999),Summer,80000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]",11618,tt0171363,en,The Haunting,8.967638,"[{'name': 'DreamWorks', 'id': 7}, {'name': 'Roth-Arnold Productions', 'id': 1560}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-07-23 00:00:00,91188905,113.0,The Haunting,5.2,374.0,27,Horror,7,DreamWorks
398,Get Out,33377060.0,176040665.0,19%,2781.0,12001.0,2017-02-24,1.0,2017.0,Get Out (2017),Winter,5000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",419430,tt5052448,en,Get Out,36.894806,"[{'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'QC Entertainment', 'id': 72725}, {'name': 'Monkeypaw Productions', 'id': 88934}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-02-24 00:00:00,252434250,104.0,Get Out,7.2,2978.0,9648,Mystery,3172,Blumhouse Productions
399,Live Free or Die Hard,33369559.0,134529403.0,24.8%,3408.0,9791.0,2007-06-27,3.0,2007.0,Live Free or Die Hard (2007),Summer,110000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1571,tt0337978,en,Live Free or Die Hard,14.886039,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Cheyenne Enterprises', 'id': 890}, {'name': 'Wintergreen Productions', 'id': 11845}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-06-20 00:00:00,383531464,128.0,Live Free or Die Hard,6.4,2122.0,28,Action,289,Ingenious Film Partners
400,American Wedding,33369440.0,104565114.0,31.9%,3172.0,10520.0,2003-08-01,3.0,2003.0,American Wedding (2003),Summer,55000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",8273,tt0328828,en,American Wedding,14.397139,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Zide-Perry Productions', 'id': 3169}, {'name': 'LivePlanet', 'id': 7161}, {'name': 'Loumolo & Co.', 'id': 52942}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-08-01 00:00:00,231449203,103.0,American Wedding,6.0,1158.0,35,Comedy,33,Universal Pictures
401,Lethal Weapon 3,33243086.0,144731527.0,23%,2510.0,13244.0,1992-05-15,2.0,1992.0,Lethal Weapon 3 (1992),Spring,35000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",943,tt0104714,en,Lethal Weapon 3,10.786007,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-05-15 00:00:00,321731527,118.0,Lethal Weapon 3,6.4,824.0,12,Adventure,1885,Silver Pictures
402,Superbad,33052411.0,121463226.0,27.2%,2948.0,11211.0,2007-08-17,3.0,2007.0,Superbad (2007),Summer,20000000,"[{'id': 35, 'name': 'Comedy'}]",8363,tt0829482,en,Superbad,16.205105,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Apatow Productions', 'id': 10105}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-08-17 00:00:00,121463226,113.0,Superbad,7.0,2152.0,35,Comedy,5,Columbia Pictures
