,Movie Title,Opening,Total Gross,% of Total,Theaters,Average per Theater,Date,Season Number,Release Year,Movie & Year,Season Name,budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,Genre Ids,Genre Names,Company Ids,Company Names
234,Angels & Demons,46204168.0,133375846.0,34.6%,3527.0,13100.0,2009-05-15,2.0,2009.0,Angels & Demons (2009),Spring,150000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",13448,tt0808151,en,Angels & Demons,22.211558,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Panorama Films', 'id': 5561}, {'name': 'Skylark Productions', 'id': 8253}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-05-13 00:00:00,356613439,138.0,Angels & Demons,6.5,2183.0,53,Thriller,5,Columbia Pictures
235,Meet the Fockers,46120980.0,279261160.0,16.5%,3518.0,13110.0,2004-12-22,1.0,2004.0,Meet the Fockers (2004),Winter,80000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",693,tt0290002,en,Meet the Fockers,11.876386,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Everyman Pictures', 'id': 2242}, {'name': 'Tribeca Productions', 'id': 11391}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-12-22 00:00:00,516642939,115.0,Meet the Fockers,6.1,1412.0,35,Comedy,27,DreamWorks SKG
236,Ghostbusters,46018755.0,128350574.0,35.8%,3963.0,11612.0,2016-07-15,3.0,2016.0,Ghostbusters (2016),Summer,144000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",43074,tt1289401,en,Ghostbusters,17.162744,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Montecito Picture Company, The', 'id': 4607}, {'name': 'LStar Capital', 'id': 34034}, {'name': 'Feigco Entertainment', 'id': 61791}, {'name': 'Pascal Pictures', 'id': 84041}, {'name': 'Ghostcorps', 'id': 84042}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-07-14 00:00:00,229147509,116.0,Ghostbusters,5.3,2203.0,28,Action,5,Columbia Pictures
237,Megamind,46016833.0,148415853.0,31%,3944.0,11667.0,2010-11-05,4.0,2010.0,Megamind (2010),Fall,130000000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",38055,tt1001526,en,Megamind,11.603905,"[{'name': 'DreamWorks Animation', 'id': 521}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-10-28 00:00:00,321887208,95.0,Megamind,6.7,1968.0,16,Animation,521,DreamWorks Animation
238,Batman Returns,45687711.0,162831698.0,28.1%,2644.0,17279.0,1992-06-19,3.0,1992.0,Batman Returns (1992),Summer,80000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",364,tt0103776,en,Batman Returns,15.001681,"[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-06-19 00:00:00,280000000,126.0,Batman Returns,6.6,1706.0,28,Action,1382,PolyGram Filmed Entertainment
239,Mission: Impossible,45436830.0,180981856.0,25.1%,3012.0,15085.0,1996-05-22,2.0,1996.0,Mission: Impossible (1996),Spring,80000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",954,tt0117060,en,Mission: Impossible,15.793477,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Cruise/Wagner Productions', 'id': 44}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-05-22 00:00:00,457696359,110.0,Mission: Impossible,6.7,2677.0,12,Adventure,4,Paramount Pictures
240,Mad Max: Fury Road,45428128.0,153636354.0,29.6%,3702.0,12271.0,2015-05-15,2.0,2015.0,Mad Max: Fury Road (2015),Spring,150000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",76341,tt1392190,en,Mad Max: Fury Road,29.36178,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Kennedy Miller Productions', 'id': 2537}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-05-13 00:00:00,378858340,120.0,Mad Max: Fury Road,7.3,9629.0,28,Action,79,Village Roadshow Pictures
241,Ghost Rider,45388836.0,115802596.0,39.2%,3619.0,12541.0,2007-02-16,1.0,2007.0,Ghost Rider (2007),Winter,110000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",1250,tt0259324,en,Ghost Rider,11.902354,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Michael De Luca Productions', 'id': 11370}, {'name': 'Marvel Enterprises', 'id': 19551}, {'name': 'Crystal Sky Pictures', 'id': 20241}, {'name': 'GH One', 'id': 20475}, {'name': 'Vengeance Productions Pty. Ltd.', 'id': 20476}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'AU', 'name': 'Australia'}]",2007-02-16 00:00:00,228738393,114.0,Ghost Rider,5.2,1754.0,53,Thriller,441,Columbia Pictures Corporation
242,American Pie 2,45117985.0,145103595.0,31.1%,3063.0,14729.0,2001-08-10,3.0,2001.0,American Pie 2 (2001),Summer,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2770,tt0252866,en,American Pie 2,10.25103,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Liveplanet', 'id': 2200}, {'name': 'Zide-Perry Productions', 'id': 3169}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-08-10 00:00:00,287553595,108.0,American Pie 2,6.0,1375.0,35,Comedy,33,Universal Pictures
243,300: Rise of an Empire,45038460.0,106580051.0,42.3%,3470.0,12979.0,2014-03-07,2.0,2014.0,300: Rise of an Empire (2014),Spring,110000000,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",53182,tt1253863,en,300: Rise of an Empire,12.904677,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Hollywood Gang Productions', 'id': 2994}, {'name': 'Atmosphere Entertainment MM', 'id': 2995}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Nimar Studios', 'id': 7636}, {'name': 'Cruel and Unusual Films', 'id': 78685}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-03-05 00:00:00,337580051,102.0,300: Rise of an Empire,6.1,2438.0,28,Action,923,Legendary Pictures
244,Horton Hears a Who!,45012998.0,154529439.0,29.1%,3954.0,11384.0,2008-03-14,2.0,2008.0,Horton Hears a Who! (2008),Spring,85000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",12222,tt0451079,en,Horton Hears a Who!,8.326699,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Blue Sky Studios', 'id': 9383}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-03-03 00:00:00,297138014,88.0,Horton Hears a Who!,6.3,927.0,16,Animation,306,Twentieth Century Fox Film Corporation
245,The Hangover,44979319.0,277322503.0,16.2%,3269.0,13759.0,2009-06-05,3.0,2009.0,The Hangover (2009),Summer,35000000,"[{'id': 35, 'name': 'Comedy'}]",18785,tt1119646,en,The Hangover,23.947351,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Green Hat Films', 'id': 3527}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'IFP Westcoast Erste', 'id': 12235}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-06-05 00:00:00,459270619,100.0,The Hangover,7.2,6324.0,35,Comedy,923,Legendary Pictures
246,National Treasure: Book of Secrets,44783772.0,219964115.0,20.4%,3832.0,11686.0,2007-12-21,1.0,2007.0,National Treasure: Book of Secrets (2007),Winter,130000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6637,tt0465234,en,National Treasure: Book of Secrets,12.854373,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Saturn Films', 'id': 831}, {'name': 'Junction Entertainment', 'id': 19097}, {'name': 'Sparkler Entertainment', 'id': 20012}, {'name': 'NT2 Productions', 'id': 20013}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-13 00:00:00,457363168,124.0,National Treasure: Book of Secrets,6.1,1782.0,28,Action,2,Walt Disney Pictures
247,Transformers: The Last Knight,44680073.0,130168683.0,34.3%,4069.0,10980.0,2017-06-21,3.0,2017.0,Transformers: The Last Knight (2017),Summer,260000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",335988,tt3371366,en,Transformers: The Last Knight,39.186819,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Angry Films', 'id': 12087}, {'name': 'Hasbro Studios', 'id': 22826}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-06-21 00:00:00,604942143,149.0,Transformers: The Last Knight,6.2,1440.0,28,Action,4,Paramount Pictures
248,xXx,44506103.0,142109382.0,31.3%,3374.0,13190.0,2002-08-09,3.0,2002.0,xXx (2002),Summer,70000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",7451,tt0295701,en,xXx,12.722381,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Original Film', 'id': 333}, {'name': 'Revolution Studios', 'id': 497}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-09 00:00:00,277448382,124.0,xXx,5.8,1454.0,28,Action,5,Columbia Pictures
249,Alvin and the Chipmunks,44307417.0,217326974.0,20.4%,3475.0,12750.0,2007-12-14,1.0,2007.0,Alvin and the Chipmunks (2007),Winter,60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",6477,tt0952640,en,Alvin and the Chipmunks,11.805233,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Bagdasarian Productions', 'id': 10930}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-13 00:00:00,361366633,92.0,Alvin and the Chipmunks,5.5,1212.0,35,Comedy,444,Dune Entertainment
250,The Peanuts Movie,44213073.0,130178411.0,34%,3897.0,11345.0,2015-11-06,4.0,2015.0,The Peanuts Movie (2015),Fall,99000000,"[{'id': 16, 'name': 'Animation'}]",227973,tt2452042,en,The Peanuts Movie,12.338346,"[{'name': 'Blue Sky Studios', 'id': 9383}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-11-05 00:00:00,246233113,88.0,The Peanuts Movie,6.5,608.0,16,Animation,9383,Blue Sky Studios
251,Godzilla,44047541.0,136314294.0,32.3%,3310.0,13307.0,1998-05-20,2.0,1998.0,Godzilla (1998),Spring,130000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",929,tt0120685,en,Godzilla,11.295121,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Centropolis Film Productions', 'id': 620}, {'name': 'Toho Company', 'id': 882}, {'name': 'Independent Pictures (II)', 'id': 2833}, {'name': 'Fried Films', 'id': 11343}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-05-20 00:00:00,379014294,139.0,Godzilla,5.3,1075.0,878,Science Fiction,559,TriStar Pictures
252,Terminator 3: Rise of the Machines,44041440.0,150371112.0,29.3%,3504.0,12568.0,2003-07-02,3.0,2003.0,Terminator 3: Rise of the Machines (2003),Summer,200000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",296,tt0181852,en,Terminator 3: Rise of the Machines,20.818907,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'C-2 Pictures', 'id': 7340}, {'name': 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'id': 19116}, {'name': 'Mostow/Lieberman Productions', 'id': 23636}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-07-02 00:00:00,435000000,109.0,Terminator 3: Rise of the Machines,5.9,2177.0,28,Action,5,Columbia Pictures
253,TRON: Legacy,44026211.0,172062763.0,25.6%,3451.0,12757.0,2010-12-17,1.0,2010.0,TRON: Legacy (2010),Winter,170000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",20526,tt1104001,en,TRON: Legacy,21.259,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'LivePlanet', 'id': 7161}, {'name': 'Prana Studios', 'id': 18713}, {'name': 'Sean Bailey Productions', 'id': 23791}, {'name': 'Revolution Sun Studios', 'id': 76043}, {'name': 'Kontsept Film Company', 'id': 76067}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-12-10 00:00:00,400062763,125.0,TRON: Legacy,6.3,2895.0,12,Adventure,2,Walt Disney Pictures
254,Lucy,43899340.0,126663600.0,34.7%,3173.0,13835.0,2014-07-25,3.0,2014.0,Lucy (2014),Summer,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",240832,tt2872732,en,Lucy,36.447603,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Ciné+', 'id': 23616}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-07-14 00:00:00,126546825,89.0,Lucy,6.3,6048.0,28,Action,33,Universal Pictures
255,How to Train Your Dragon,43732319.0,217581231.0,20.1%,4055.0,10784.0,2010-03-26,2.0,2010.0,How to Train Your Dragon (2010),Spring,165000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",10191,tt0892769,en,How to Train Your Dragon,14.416681,"[{'name': 'DreamWorks Animation', 'id': 521}, {'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Mad Hatter Entertainment', 'id': 20154}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-05 00:00:00,494878759,98.0,How to Train Your Dragon,7.5,4319.0,14,Fantasy,521,DreamWorks Animation
256,Noah,43720472.0,101200044.0,43.2%,3567.0,12256.0,2014-03-28,2.0,2014.0,Noah (2014),Spring,125000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",86834,tt1959490,en,Noah,14.924487,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Protozoa Pictures', 'id': 7503}, {'name': 'Disruption Entertainment', 'id': 10256}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-03-20 00:00:00,362637473,139.0,Noah,5.5,2408.0,18,Drama,4,Paramount Pictures
257,The Croods,43639736.0,187168425.0,23.3%,4046.0,10785.0,2013-03-22,2.0,2013.0,The Croods (2013),Spring,135000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",49519,tt0481499,en,The Croods,14.757874,"[{'name': 'DreamWorks Animation', 'id': 521}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-03-20 00:00:00,585178928,98.0,The Croods,6.8,2447.0,12,Adventure,521,DreamWorks Animation
258,American Gangster,43565135.0,130164645.0,33.5%,3054.0,14264.0,2007-11-02,4.0,2007.0,American Gangster (2007),Fall,100000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",4982,tt0765429,en,American Gangster,9.644542,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Film Rites', 'id': 8083}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-02 00:00:00,266465037,157.0,American Gangster,7.4,1527.0,18,Drama,23,Imagine Entertainment
259,The Mummy,43369635.0,155385488.0,27.9%,3210.0,13510.0,1999-05-07,2.0,1999.0,The Mummy (1999),Spring,80000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",564,tt0120616,en,The Mummy,23.984065,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Alphaville Films', 'id': 11462}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-04-16 00:00:00,415885488,124.0,The Mummy,6.6,2796.0,12,Adventure,33,Universal Pictures
260,Hitch,43142214.0,179495555.0,24%,3575.0,12067.0,2005-02-11,1.0,2005.0,Hitch (2005),Winter,70000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8488,tt0386588,en,Hitch,13.35076,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Overbrook Entertainment', 'id': 12485}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-02-10 00:00:00,368100420,118.0,Hitch,6.3,1721.0,35,Comedy,441,Columbia Pictures Corporation
261,Batman & Robin,42872605.0,107325195.0,40%,2934.0,14612.0,1997-06-20,3.0,1997.0,Batman & Robin (1997),Summer,125000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",415,tt0118688,en,Batman & Robin,17.038824,"[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-06-20 00:00:00,238207122,125.0,Batman & Robin,4.2,1447.0,28,Action,1382,PolyGram Filmed Entertainment
262,Terminator Salvation,42558390.0,125322469.0,34%,3530.0,12056.0,2009-05-21,2.0,2009.0,Terminator Salvation (2009),Spring,200000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",534,tt0438488,en,Terminator Salvation,16.507496,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'The Halcyon Company', 'id': 4021}, {'name': 'Wonderland Sound and Vision', 'id': 4022}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-05-20 00:00:00,371353001,115.0,Terminator Salvation,5.9,2496.0,28,Action,5,Columbia Pictures
263,Hotel Transylvania,42522194.0,148313048.0,28.7%,3349.0,12696.0,2012-09-28,4.0,2012.0,Hotel Transylvania (2012),Fall,85000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",76492,tt0837562,en,Hotel Transylvania,16.231945,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Sony Pictures Animation', 'id': 2251}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-09-20 00:00:00,358375603,91.0,Hotel Transylvania,6.8,2622.0,16,Animation,5,Columbia Pictures
264,Nutty Professor II: The Klumps,42518830.0,123309890.0,34.5%,3242.0,13115.0,2000-07-28,3.0,2000.0,Nutty Professor II: The Klumps (2000),Summer,84000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",12107,tt0144528,en,Nutty Professor II: The Klumps,6.671316,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-07-27 00:00:00,123307945,106.0,Nutty Professor II: The Klumps,4.7,338.0,14,Fantasy,23,Imagine Entertainment
265,Shrek,42347760.0,267665011.0,15.8%,3587.0,11805.0,2001-05-16,2.0,2001.0,Shrek (2001),Spring,60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",808,tt0126029,en,Shrek,17.987728,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Pacific Data Images (PDI)', 'id': 520}, {'name': 'DreamWorks Animation', 'id': 521}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-05-16 00:00:00,484409218,90.0,Shrek,7.3,4183.0,12,Adventure,27,DreamWorks SKG
266,Scary Movie,42346669.0,157019771.0,27%,2912.0,14542.0,2000-07-07,3.0,2000.0,Scary Movie (2000),Summer,19000000,"[{'id': 35, 'name': 'Comedy'}]",4247,tt0175142,en,Scary Movie,12.446738,"[{'name': 'Gold/Miller Productions', 'id': 1607}, {'name': 'Wayans Bros. Entertainment', 'id': 1608}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Brad Grey Pictures', 'id': 10958}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-07-07 00:00:00,278019771,88.0,Scary Movie,6.0,1468.0,35,Comedy,1607,Gold/Miller Productions
267,Anger Management,42220847.0,135645823.0,31.1%,3551.0,11889.0,2003-04-11,2.0,2003.0,Anger Management (2003),Spring,75000000,"[{'id': 35, 'name': 'Comedy'}]",9506,tt0305224,en,Anger Management,9.409379,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Revolution Studios', 'id': 497}, {'name': 'Happy Madison Productions', 'id': 2608}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-04-11 00:00:00,195745823,106.0,Anger Management,5.9,937.0,35,Comedy,5,Columbia Pictures
268,The Conjuring,41855326.0,137400141.0,30.5%,2903.0,14417.0,2013-07-19,3.0,2013.0,The Conjuring (2013),Summer,13000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",138843,tt1457767,en,The Conjuring,14.90169,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'The Safran Company', 'id': 11565}, {'name': 'Evergreen Media Group', 'id': 31375}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-07-18 00:00:00,318000141,112.0,The Conjuring,7.4,3169.0,27,Horror,12,New Line Cinema
269,Ice Age: Dawn of the Dinosaurs,41690382.0,196573705.0,21.2%,4099.0,10170.0,2009-07-01,3.0,2009.0,Ice Age: Dawn of the Dinosaurs (2009),Summer,90000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",8355,tt1080016,en,Ice Age: Dawn of the Dinosaurs,12.980624,"[{'name': 'Blue Sky Studios', 'id': 9383}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-06-29 00:00:00,886686817,94.0,Ice Age: Dawn of the Dinosaurs,6.5,2330.0,16,Animation,9383,Blue Sky Studios
